Date,Open,High,Low,Close,Adj Close,Volume
2021-04-09,14.000000,14.050000,13.300000,13.650000,13.650000,8707900
2021-04-12,13.600000,13.880000,13.340000,13.600000,13.600000,5564000
2021-04-13,13.590000,14.380000,13.590000,14.270000,14.270000,4814500
2021-04-14,14.340000,14.380000,13.510000,13.530000,13.530000,4805900
2021-04-15,13.750000,13.820000,12.680000,12.720000,12.720000,7282200
2021-04-16,12.610000,12.710000,12.320000,12.440000,12.440000,4689100
2021-04-19,12.410000,12.550000,11.820000,12.310000,12.310000,4078400
2021-04-20,12.340000,12.360000,11.710000,12.070000,12.070000,4335400
2021-04-21,12.030000,12.540000,11.800000,12.490000,12.490000,3624400
2021-04-22,12.890000,13.940000,12.395000,13.100000,13.100000,9149300
2021-04-23,13.330000,13.670000,13.090000,13.540000,13.540000,3338700
2021-04-26,13.610000,14.440000,13.560000,14.160000,14.160000,5523900
2021-04-27,14.940000,15.220000,14.420000,15.120000,15.120000,9221100
2021-04-28,14.900000,15.300000,14.311000,15.190000,15.190000,6617000
2021-04-29,15.440000,15.450000,14.130000,14.160000,14.160000,4171500
2021-04-30,13.940000,14.380000,13.740000,13.870000,13.870000,2956300
2021-05-03,13.915000,13.940000,12.920000,13.080000,13.080000,4663600
2021-05-04,12.760000,13.470000,12.120000,13.430000,13.430000,5371800
2021-05-05,13.658000,13.730000,12.400000,12.580000,12.580000,5014500
2021-05-06,12.310000,13.240000,11.960000,12.650000,12.650000,7213600
2021-05-07,12.900000,13.300000,12.285000,12.610000,12.610000,4251500
2021-05-10,12.650000,12.670000,11.850000,11.880000,11.880000,4520900
2021-05-11,11.180000,12.130000,11.075000,11.780000,11.780000,6461300
2021-05-12,11.834000,12.270000,11.260000,11.470000,11.470000,12551900
2021-05-13,10.010000,10.150000,7.950000,8.110000,8.110000,42715700
2021-05-14,8.720000,9.950000,8.499000,9.790000,9.790000,27260900
2021-05-17,9.570000,9.600000,8.520000,8.780000,8.780000,15186000
2021-05-18,8.430000,9.390000,8.350000,8.990000,8.990000,11103200
2021-05-19,8.570000,9.160000,8.451000,9.120000,9.120000,7215700
2021-05-20,9.150000,9.590000,9.100000,9.290000,9.290000,5682800
2021-05-21,9.240000,9.429000,9.122000,9.320000,9.320000,3673400
2021-05-24,9.100000,9.100000,8.020000,8.180000,8.180000,27097800
2021-05-25,8.205000,8.280000,7.700000,7.840000,7.840000,20910700
2021-05-26,7.870000,8.310000,7.645000,8.150000,8.150000,15802100
2021-05-27,8.130000,8.810000,8.000000,8.350000,8.350000,22293700
2021-05-28,8.546000,8.546000,7.800000,7.940000,7.940000,20974800
2021-06-01,8.010000,8.010000,7.660000,7.740000,7.740000,17546100
2021-06-02,7.780000,8.580000,7.670000,8.500000,8.500000,25126800
2021-06-03,8.390000,8.750000,8.252000,8.280000,8.280000,19798000
2021-06-04,8.330000,8.420000,8.060000,8.290000,8.290000,11911500
2021-06-07,7.680000,7.950000,7.520000,7.760000,7.760000,41338900
2021-06-08,7.900000,12.200000,7.830000,11.630000,11.630000,230258300
2021-06-09,14.670000,15.000000,10.250000,10.600000,10.600000,310735800
2021-06-10,11.070000,11.610000,10.200000,10.690000,10.690000,96133400
2021-06-11,10.810000,10.900000,9.710000,10.000000,10.000000,86156400
2021-06-14,10.375000,11.920000,9.940000,11.270000,11.270000,180704500
2021-06-15,11.750000,12.540000,10.790000,11.270000,11.270000,140925300
2021-06-16,11.040000,11.340000,10.360000,11.090000,11.090000,99752500
2021-06-17,11.170000,11.500000,10.753000,11.230000,11.230000,78317300
2021-06-18,11.000000,12.100000,10.850000,11.400000,11.400000,140929900
2021-06-21,12.015000,13.960000,11.510000,13.500000,13.500000,335602500
2021-06-22,13.480000,14.430000,12.920000,13.500000,13.500000,233741900
2021-06-23,13.800000,14.280000,13.120000,13.610000,13.610000,143136400
2021-06-24,13.560000,14.410000,12.610000,14.390000,14.390000,174202300
2021-06-25,14.170000,14.690000,13.700000,14.040000,14.040000,141520200
2021-06-28,14.030000,15.180000,13.800000,14.400000,14.400000,177057500
2021-06-29,14.240000,14.290000,13.270000,13.400000,13.400000,102428600
2021-06-30,13.240000,13.690000,12.810000,13.170000,13.170000,68366700
2021-07-01,13.000000,13.090000,11.950000,12.240000,12.240000,101316800
2021-07-02,11.980000,12.390000,11.440000,11.650000,11.650000,76352300
2021-07-06,12.320000,12.600000,11.750000,11.890000,11.890000,74437300
2021-07-07,11.840000,11.910000,10.750000,10.950000,10.950000,85076000
2021-07-08,10.440000,11.225000,10.250000,11.000000,11.000000,59124300
2021-07-09,11.040000,11.220000,10.770000,11.140000,11.140000,36119900
2021-07-12,11.170000,11.370000,10.780000,10.910000,10.910000,38740600
2021-07-13,10.695000,11.155000,10.350000,10.400000,10.400000,37881700
2021-07-14,10.350000,10.570000,9.740000,9.780000,9.780000,49509100
2021-07-15,9.640000,10.370000,9.460000,10.090000,10.090000,42530600
2021-07-16,10.179000,10.180000,9.160000,9.270000,9.270000,56226600
2021-07-19,8.980000,9.660000,8.835000,9.440000,9.440000,39567700
2021-07-20,9.520000,10.210000,9.280000,10.140000,10.140000,44581600
2021-07-21,9.780000,10.335000,9.670000,10.000000,10.000000,43059400
2021-07-22,9.920000,10.070000,9.450000,9.500000,9.500000,30294600
2021-07-23,9.370000,9.620000,9.170000,9.180000,9.180000,28292600
2021-07-26,9.100000,9.450000,9.070000,9.160000,9.160000,21763800
2021-07-27,9.090000,9.560000,8.810000,9.320000,9.320000,29760400
2021-07-28,9.430000,10.130000,9.380000,9.940000,9.940000,31968900
2021-07-29,9.950000,10.680000,9.620000,9.980000,9.980000,46402800
2021-07-30,9.790000,10.270000,9.730000,9.940000,9.940000,24573200
2021-08-02,9.970000,10.600000,9.940000,10.410000,10.410000,31823900
2021-08-03,10.360000,10.503000,10.150000,10.310000,10.310000,20492200
2021-08-04,10.300000,10.310000,9.590000,9.610000,9.610000,35118200
2021-08-05,9.670000,10.020000,9.470000,9.980000,9.980000,18122100
2021-08-06,9.940000,10.150000,9.755000,9.830000,9.830000,14915500
2021-08-09,9.900000,10.605000,9.890000,10.470000,10.470000,27930400
2021-08-10,10.500000,10.690000,10.070000,10.300000,10.300000,19937300
2021-08-11,10.370000,10.415000,9.670000,9.830000,9.830000,31979000
2021-08-12,9.970000,10.008000,9.340000,9.410000,9.410000,74603100
2021-08-13,6.960000,7.860000,6.690000,7.550000,7.550000,220813300
2021-08-16,7.290000,7.310000,6.720000,6.870000,6.870000,77302800
2021-08-17,6.685000,7.310000,6.570000,6.950000,6.950000,52501900
2021-08-18,6.960000,7.070000,6.750000,6.820000,6.820000,35488200
2021-08-19,6.740000,6.820000,6.144000,6.230000,6.230000,56256900
2021-08-20,6.280000,6.920000,6.233000,6.630000,6.630000,45135400
2021-08-23,6.590000,6.810000,6.420000,6.690000,6.690000,25371400
2021-08-24,6.740000,7.425000,6.630000,7.120000,7.120000,68735200
2021-08-25,7.010000,7.200000,6.860000,6.980000,6.980000,34615500
2021-08-26,6.940000,7.040000,6.660000,6.660000,6.660000,25165800
2021-08-27,6.706000,7.170000,6.680000,6.940000,6.940000,30969000
2021-08-30,7.100000,7.474000,6.860000,7.180000,7.180000,41439200
2021-08-31,7.150000,7.370000,7.080000,7.210000,7.210000,22420600
2021-09-01,7.170000,7.750000,7.120000,7.380000,7.380000,38041900
2021-09-02,7.420000,7.565000,7.290000,7.310000,7.310000,20425100
2021-09-03,7.300000,7.480000,7.135000,7.240000,7.240000,15456300
2021-09-07,7.300000,7.670000,7.280000,7.380000,7.380000,25649600
2021-09-08,7.350000,7.350000,6.820000,6.840000,6.840000,35535300
2021-09-09,6.870000,7.290000,6.750000,6.990000,6.990000,34687500
2021-09-10,7.030000,7.260000,6.780000,6.800000,6.800000,28870600
2021-09-13,6.860000,6.860000,6.480000,6.610000,6.610000,32429700
2021-09-14,6.600000,6.680000,6.270000,6.330000,6.330000,41793700
2021-09-15,6.300000,6.500000,6.180000,6.410000,6.410000,30935700
2021-09-16,6.330000,6.473000,6.273000,6.310000,6.310000,25877800
2021-09-17,6.310000,6.640000,6.300000,6.540000,6.540000,52196600
2021-09-20,6.290000,6.440000,5.910000,6.070000,6.070000,42346300
2021-09-21,6.100000,6.250000,5.820000,5.850000,5.850000,45364600
2021-09-22,5.927000,6.030000,5.840000,5.910000,5.910000,28820300
2021-09-23,5.970000,6.300000,5.840000,6.135000,6.135000,44969000
2021-09-24,6.115000,6.278000,5.930000,6.020000,6.020000,32618300
2021-09-27,6.070000,6.250000,5.940000,6.180000,6.180000,27814900
2021-09-28,6.100000,6.160000,5.720000,5.800000,5.800000,47662700
2021-09-29,5.850000,5.945000,5.560000,5.590000,5.590000,36114700
2021-09-30,5.600000,5.634000,5.430000,5.460000,5.460000,37807800
2021-10-01,5.530000,5.530000,5.260000,5.350000,5.350000,29616800
2021-10-04,5.130000,5.200000,4.810000,4.850000,4.850000,68660900
2021-10-05,4.840000,5.050000,4.750000,4.780000,4.780000,34065600
2021-10-06,4.690000,5.020000,4.610000,4.900000,4.900000,39890200
2021-10-07,5.000000,5.365000,4.950000,5.180000,5.180000,34014200
2021-10-08,5.220000,5.290000,4.980000,5.010000,5.010000,17697600
2021-10-11,5.010000,5.260000,4.880000,4.920000,4.920000,22773800
2021-10-12,4.940000,5.140000,4.920000,5.080000,5.080000,16315900
2021-10-13,5.100000,5.270000,5.020000,5.180000,5.180000,19643400
2021-10-14,5.240000,5.300000,5.100000,5.160000,5.160000,18267000
2021-10-15,5.182000,5.250000,5.030000,5.040000,5.040000,20806400
2021-10-18,5.000000,5.090000,4.920000,5.020000,5.020000,17833500
2021-10-19,5.040000,5.550000,4.990000,5.320000,5.320000,45478200
2021-10-20,5.390000,6.310000,5.320000,6.090000,6.090000,126023800
2021-10-21,5.995000,6.073000,5.695000,5.820000,5.820000,54690300
2021-10-22,5.600000,5.670000,5.170000,5.200000,5.200000,41141200
2021-10-25,5.250000,5.630000,5.190000,5.500000,5.500000,23177700
2021-10-26,5.465000,5.560000,5.210000,5.240000,5.240000,25019300
2021-10-27,5.280000,5.400000,4.950000,4.960000,4.960000,28768200
2021-10-28,5.010000,5.290000,4.950000,5.250000,5.250000,23621400
2021-10-29,5.154000,5.235000,5.030000,5.100000,5.100000,20742400
2021-11-01,5.120000,5.500000,5.100000,5.450000,5.450000,23633100
2021-11-02,5.440000,5.450000,5.080000,5.210000,5.210000,23724600
2021-11-03,5.220000,5.360000,5.110000,5.210000,5.210000,23392000
2021-11-04,5.220000,5.301000,5.050000,5.070000,5.070000,20795000
2021-11-05,5.100000,5.100000,4.880000,4.930000,4.930000,29404900
2021-11-08,4.975000,5.340000,4.960000,5.210000,5.210000,34869200
2021-11-09,5.280000,5.595000,5.270000,5.490000,5.490000,40530500
2021-11-10,5.470000,5.530000,5.010000,5.100000,5.100000,58784100
2021-11-11,5.070000,5.970000,5.060000,5.470000,5.470000,88308800
2021-11-12,5.560000,5.570000,5.280000,5.410000,5.410000,21494000
2021-11-15,5.360000,5.490000,5.140000,5.180000,5.180000,20290900
2021-11-16,5.140000,5.142000,4.930000,5.070000,5.070000,24169400
2021-11-17,5.020000,5.030000,4.750000,4.770000,4.770000,34466400
2021-11-18,4.750000,4.760000,4.340000,4.390000,4.390000,38840500
2021-11-19,4.410000,4.490000,4.250000,4.250000,4.250000,20920900
2021-11-22,4.310000,4.320000,3.970000,4.100000,4.100000,37460900
2021-11-23,4.075000,4.190000,3.900000,3.970000,3.970000,28789900
2021-11-24,3.700000,4.075000,3.570000,3.970000,3.970000,41562500
2021-11-26,3.800000,3.980000,3.800000,3.920000,3.920000,14397500
2021-11-29,3.930000,3.990000,3.820000,3.960000,3.960000,19943800
2021-11-30,3.860000,3.950000,3.550000,3.730000,3.730000,41486400
2021-12-01,3.760000,3.820000,3.350000,3.350000,3.350000,35483400
2021-12-02,3.330000,3.500000,3.240000,3.360000,3.360000,24196200
2021-12-03,3.420000,3.420000,3.150000,3.280000,3.280000,32838800
2021-12-06,3.230000,3.700000,3.110000,3.610000,3.610000,37665000
2021-12-07,3.605000,3.850000,3.600000,3.740000,3.740000,19121200
2021-12-08,3.753000,3.950000,3.630000,3.780000,3.780000,20164400
2021-12-09,3.712000,3.860000,3.600000,3.600000,3.600000,15899500
2021-12-10,3.655000,3.700000,3.490000,3.580000,3.580000,13363700
2021-12-13,3.560000,3.630000,3.330000,3.410000,3.410000,15333200
2021-12-14,3.282000,3.340000,3.190000,3.190000,3.190000,20731000
2021-12-15,3.180000,3.280000,2.970000,3.220000,3.220000,27559200
2021-12-16,3.275000,3.320000,3.055000,3.110000,3.110000,16783600
2021-12-17,3.010000,3.300000,2.940000,3.230000,3.230000,22705100
2021-12-20,3.110000,3.220000,3.060000,3.090000,3.090000,15237500
2021-12-21,3.140000,3.580000,3.140000,3.540000,3.540000,36153200
2021-12-22,3.460000,3.620000,3.420000,3.480000,3.480000,21699600
2021-12-23,3.470000,3.650000,3.320000,3.580000,3.580000,19297700
2021-12-27,3.505000,3.535000,3.330000,3.360000,3.360000,16259400
2021-12-28,3.310000,3.417000,3.180000,3.190000,3.190000,15023000
2021-12-29,3.187000,3.210000,2.980000,3.010000,3.010000,22613700
2021-12-30,3.020000,3.370000,2.992000,3.220000,3.220000,29822400
2021-12-31,3.210000,3.329000,3.090000,3.110000,3.110000,21354200
2022-01-03,3.150000,3.260000,3.010000,3.220000,3.220000,23016100
2022-01-04,3.170000,3.235000,2.950000,3.040000,3.040000,32806500
2022-01-05,3.010000,3.045000,2.785000,2.790000,2.790000,29788300
2022-01-06,2.770000,2.815000,2.570000,2.720000,2.720000,27287900
2022-01-07,2.690000,2.840000,2.681000,2.760000,2.760000,16431500
2022-01-10,2.670000,2.690000,2.510000,2.590000,2.590000,26165000
2022-01-11,2.590000,2.890000,2.550000,2.790000,2.790000,26749900
2022-01-12,2.800000,2.868000,2.710000,2.720000,2.720000,15142300
2022-01-13,2.730000,2.750000,2.530000,2.530000,2.530000,14902200
2022-01-14,2.500000,2.590000,2.440000,2.530000,2.530000,18071100
2022-01-18,2.480000,2.600000,2.440000,2.470000,2.470000,18813200
2022-01-19,2.480000,2.590000,2.430000,2.450000,2.450000,16870900
2022-01-20,2.490000,2.720000,2.480000,2.500000,2.500000,21562300
2022-01-21,2.490000,2.635000,2.410000,2.470000,2.470000,27683000
2022-01-24,2.380000,2.400000,2.100000,2.380000,2.380000,35735900
2022-01-25,2.290000,2.390000,2.220000,2.300000,2.300000,16224500
2022-01-26,2.345000,2.570000,2.310000,2.360000,2.360000,30351300
2022-01-27,2.420000,2.450000,2.220000,2.230000,2.230000,18913900
2022-01-28,2.220000,2.350000,2.140000,2.310000,2.310000,18071800
2022-01-31,2.340000,2.680000,2.340000,2.650000,2.650000,28052500
2022-02-01,2.764000,2.930000,2.610000,2.860000,2.860000,27487600
2022-02-02,2.900000,2.900000,2.560000,2.580000,2.580000,23376900
2022-02-03,2.460000,2.540000,2.300000,2.310000,2.310000,16840800
2022-02-04,2.360000,2.390000,2.250000,2.350000,2.350000,22380600
2022-02-07,2.370000,2.490000,2.300000,2.300000,2.300000,16471000
2022-02-08,2.280000,2.375000,2.260000,2.340000,2.340000,20998100
2022-02-09,2.380000,2.540000,2.340000,2.530000,2.530000,41964900
2022-02-10,2.430000,2.650000,2.400000,2.440000,2.440000,23404200
2022-02-11,2.450000,2.525000,2.250000,2.260000,2.260000,24051000
2022-02-14,2.260000,2.350000,2.200000,2.240000,2.240000,20904700
2022-02-15,2.340000,2.670000,2.320000,2.650000,2.650000,30348200
2022-02-16,2.550000,2.607000,2.480000,2.510000,2.510000,15195300
2022-02-17,2.478000,2.490000,2.300000,2.320000,2.320000,17768100
2022-02-18,2.340000,2.360000,2.160000,2.170000,2.170000,37131400
2022-02-22,2.100000,2.180000,2.000000,2.050000,2.050000,31350200
2022-02-23,2.120000,2.120000,1.980000,2.010000,2.010000,26314500
2022-02-24,1.850000,2.210000,1.830000,2.180000,2.180000,28251900
2022-02-25,2.150000,2.280000,2.063000,2.270000,2.270000,27953500
2022-02-28,2.250000,2.390000,2.240000,2.370000,2.370000,22483100
2022-03-01,2.370000,2.390000,2.230000,2.270000,2.270000,21108700
2022-03-02,2.120000,2.150000,2.050000,2.140000,2.140000,20755400
2022-03-03,2.142000,2.170000,1.950000,1.970000,1.970000,20733000
2022-03-04,1.950000,2.010000,1.850000,1.900000,1.900000,18256900
2022-03-07,1.880000,2.030000,1.870000,1.990000,1.990000,20634700
2022-03-08,2.000000,2.100000,1.840000,2.030000,2.030000,20893100
2022-03-09,2.070000,2.130000,2.020000,2.100000,2.100000,11841900
2022-03-10,2.060000,2.100000,1.980000,2.060000,2.060000,12468500
2022-03-11,2.040000,2.080000,1.850000,1.880000,1.880000,16340800
2022-03-14,1.850000,1.855000,1.750000,1.780000,1.780000,12807900
2022-03-15,1.770000,1.775000,1.600000,1.700000,1.700000,30095800
2022-03-16,1.770000,2.000000,1.750000,1.990000,1.990000,25625300
2022-03-17,1.910000,2.140000,1.835000,2.120000,2.120000,19653400
2022-03-18,2.060000,2.270000,2.030000,2.180000,2.180000,30273100
2022-03-21,2.180000,2.200000,2.060000,2.130000,2.130000,14607400
2022-03-22,2.080000,2.380000,2.080000,2.330000,2.330000,22630200
2022-03-23,2.300000,2.480000,2.250000,2.390000,2.390000,24611100
2022-03-24,2.400000,2.575000,2.343000,2.440000,2.440000,21943100
2022-03-25,2.410000,2.422000,2.280000,2.320000,2.320000,12658300
2022-03-28,2.320000,2.410000,2.220000,2.380000,2.380000,17607600
2022-03-29,2.440000,2.580000,2.435000,2.540000,2.540000,17217500
2022-03-30,2.500000,2.560000,2.360000,2.380000,2.380000,13175800
2022-03-31,2.400000,2.400000,2.230000,2.250000,2.250000,13982000
2022-04-01,2.300000,2.320000,2.210000,2.280000,2.280000,8849500
2022-04-04,2.330000,2.530000,2.270000,2.500000,2.500000,12243800
2022-04-05,2.490000,2.495000,2.300000,2.320000,2.320000,10352500
2022-04-06,2.270000,2.270000,2.140000,2.210000,2.210000,14474900
2022-04-07,2.220000,2.260000,2.035000,2.130000,2.130000,10450700
2022-04-08,2.130000,2.190000,2.055000,2.100000,2.100000,9097700
2022-04-11,2.040000,2.210000,2.020000,2.140000,2.140000,9555200
2022-04-12,2.210000,2.280000,2.070000,2.090000,2.090000,13292900
2022-04-13,2.100000,2.130000,2.060000,2.120000,2.120000,6971900
2022-04-14,2.110000,2.120000,2.000000,2.020000,2.020000,14289600
2022-04-18,1.980000,2.000000,1.860000,1.900000,1.900000,17823700
2022-04-19,1.900000,2.100000,1.880000,2.080000,2.080000,18152200
2022-04-20,2.050000,2.050000,1.870000,1.890000,1.890000,14514100
2022-04-21,1.930000,1.970000,1.810000,1.810000,1.810000,14371600
2022-04-22,1.800000,1.830000,1.680000,1.730000,1.730000,22530000
2022-04-25,1.700000,1.820000,1.690000,1.810000,1.810000,18084100
2022-04-26,1.780000,1.790000,1.680000,1.720000,1.720000,16361900
2022-04-27,1.720000,1.800000,1.700000,1.700000,1.700000,16133000
2022-04-28,1.710000,1.800000,1.630000,1.780000,1.780000,15703100
2022-04-29,1.780000,1.850000,1.690000,1.700000,1.700000,14059800
2022-05-02,1.690000,1.770000,1.650000,1.770000,1.770000,11393500
2022-05-03,1.750000,1.810000,1.700000,1.760000,1.760000,12652400
2022-05-04,1.750000,1.890000,1.690000,1.890000,1.890000,15515400
2022-05-05,1.810000,1.840000,1.690000,1.700000,1.700000,15689800
2022-05-06,1.690000,1.710000,1.550000,1.610000,1.610000,13919000
2022-05-09,1.550000,1.580000,1.440000,1.440000,1.440000,15218500
2022-05-10,1.500000,1.500000,1.320000,1.380000,1.380000,18784700
2022-05-11,1.370000,1.390000,1.220000,1.250000,1.250000,25413500
2022-05-12,1.230000,1.430000,1.200000,1.390000,1.390000,20762000
2022-05-13,1.420000,1.560000,1.410000,1.540000,1.540000,22307900
2022-05-16,1.500000,1.590000,1.475000,1.490000,1.490000,11941700
2022-05-17,1.520000,1.610000,1.510000,1.600000,1.600000,12287000
2022-05-18,1.550000,1.610000,1.500000,1.520000,1.520000,13810800
2022-05-19,1.480000,1.665000,1.480000,1.590000,1.590000,15842700
2022-05-20,1.640000,1.660000,1.550000,1.640000,1.640000,13747400
2022-05-23,1.640000,1.640000,1.530000,1.620000,1.620000,9717200
2022-05-24,1.560000,1.560000,1.450000,1.470000,1.470000,6922000
2022-05-25,1.490000,1.620000,1.450000,1.610000,1.610000,8991100
2022-05-26,1.620000,1.760000,1.580000,1.630000,1.630000,15958400
2022-05-27,1.640000,1.800000,1.640000,1.800000,1.800000,13868300
2022-05-31,1.740000,1.810000,1.690000,1.760000,1.760000,15820800
2022-06-01,1.780000,1.820000,1.660000,1.700000,1.700000,10190300
2022-06-02,1.710000,1.960000,1.680000,1.930000,1.930000,15446900
2022-06-03,1.870000,1.950000,1.790000,1.790000,1.790000,9692500
2022-06-06,1.870000,2.070000,1.855000,1.990000,1.990000,23955600
2022-06-07,1.950000,2.050000,1.880000,2.000000,2.000000,14983800
2022-06-08,1.960000,2.100000,1.950000,2.060000,2.060000,11765100
2022-06-09,2.040000,2.050000,1.910000,1.950000,1.950000,14975000
2022-06-10,1.900000,1.920000,1.790000,1.800000,1.800000,12661400
2022-06-13,1.700000,1.760000,1.600000,1.600000,1.600000,11461500
2022-06-14,1.660000,1.690000,1.583000,1.610000,1.610000,10746300
2022-06-15,1.640000,1.760000,1.615000,1.730000,1.730000,14419400
2022-06-16,1.650000,1.730000,1.620000,1.690000,1.690000,12192600
2022-06-17,1.690000,1.940000,1.680000,1.870000,1.870000,19209100
2022-06-21,1.850000,2.070000,1.830000,1.890000,1.890000,17612200
2022-06-22,1.870000,1.950000,1.840000,1.870000,1.870000,12709600
2022-06-23,1.900000,2.010000,1.880000,2.010000,2.010000,19349400
2022-06-24,2.030000,2.120000,1.910000,1.950000,1.950000,83704900
2022-06-27,1.950000,2.005000,1.870000,1.900000,1.900000,11338000
2022-06-28,1.930000,1.940000,1.790000,1.790000,1.790000,11207400
2022-06-29,1.810000,1.830000,1.640000,1.650000,1.650000,12481800
2022-06-30,1.630000,1.640000,1.550000,1.600000,1.600000,12772700
